course_code,course_name
CRSS 200,CRIMINAL JUSTICE SYSTEMS
CRSS 201,PSYCHOLOGY OF CRIMINOLOGY BEHAVIOURS
CRSS 203,DOMESTIC AND SEXUAL VIOLENECE
CRSS 204,"CRIME, MEDIA AND PUBLIC RELATIONS"
CRSS 210,CRIMINAL PROCEDURE
CRSS 220,TREATEMENT AND REHABILITATION OF OFFENDERS
CRSS 230,INTRODUCTION TO PRIVATE SECURITY
CRSS 240,CRIMINOLOGY INVESTIGATION 1
CRSS 241,CRIMINAL INVESTIGATION II
CRSS 300,HUMAN RIGHTS IN CRIMINAL JUSTICE SYSTEM
CRSS 301,ETHICS IN CRIMINAL JUSTICE SYSTEM
CRSS 303,CRIME PREVENTION
CRSS 304,CRIMINAL PROCEDURE
CRSS 305,COURTROOM PSYCHOLOGY
CRSS 310,LAW OF EVIDENCE
CRSS 320,GROUP THERAPY FOR OFFENDERS
CRSS 321,PENOLOGY
CRSS 330,CRIME PREVENTION AND CONTROL
CRSS 331,GANGS AND ORGANIZED CRIME
CRSS 332,SECURITY AND LOSS PREVENTION
CRSS 333,NATURAL RESOURCES LAW ENFORCEMENT
CRSS 350,REPORT WRITING IN CRIMINAL JUSTICE
CRSS 351,CRIMINAL JUSTICE ADVOCACY AND NETWORKING
CRSS 352,RESEARCH METHODOLOGY
CRSS 400,"DRUGS, CRIME AND SOCIETY"
CRSS 401,RESEARCH METHODS THEOR
CRSS 402,RESEARCH METHODS PRACTICUM
CRSS 405,PROJECT MANAGEMENT IN FORENSICS
CRSS 410,CYBER LAW AND ETHICAL PRACTICES
CRSS 420,PRINCIPLES OF MANAGEMENT
CRSS 421,INTRODUCTION TO SECURITY MANAGEMENT
CRSS 422,PHYSICAL SUCURITY 1
CRSS 423,PHYSICAL SECURITY 2
CRSS 424,EMERGENCY MANAGEMENT
CRSS 425,FIRE SAFETY AND PROTECTION
CRSS 426,COMPUTER SECURITY
CRSS 427,SECURITY INVESTIGATIONS
CRSS 428,RISK MANAGEMENT FOR SECURITY MANAGEMENTS
CRSS 430,SECURITY MANAGEMENT
CRSS 431,FORENSIC METHODS AND TECHNIQUES
CRSS 432,FIRE SAFETY AND PROTECTION
CRSS 433,POLICE ORGANIZATION AND SUPERVISION
CRSS 434,IDENTIFICATION AND OFFENDER PROFILING
CRSS 435,PHYSICAL SECURITY II
CRSS 436,WILDLIFE AND ENVIRONMENTAL PROTECTION ENFORCEMENT
CRSS 437,RISK MANAGEMENT FOR SECURITY MANAGEMENTS
CRSS 438,CRSS 438/429: TERRORISM AND THREAT ASSESSMENT
CRSS 439,EMERGENCY MANAGEMENT
CRSS 440,CRSS 440B: INTELLIGENCE
CRSS 441,OFFENDER PROFILING
CRSS 442,FORENSIC INVESTIGATIONS
CRSS 443,FORENSIC INTERVIEWING
CRSS 444,CRIME SCENE MANAGEMENT
CRSS 445,SECURITY AND FRAUD INVESTIGATIONS
CRSS 456,PROGRAMME MONITORING AND EVALUATION
CRSS 800,ADVANCED CRIMINOLOGY THEORIES STREAMS: M.A CRSS
CRSS 801,SECURITY RISK MANAGEMENT STREAMS: MA CRSS Y1S1
CRSS 802,LEGAL AND ETHICAL ISSUES IN CRIMINAL JUSTICE STREAMS: Y1S1
CRSS 803,POLICING AND LAW ENFORCEMENT
CRSS 804,METHODS OF RESEARCH IN CRIMINAL JUSTICE
CRSS 810,CRIMINAL COURTS
CRSS 813,ADVANCED VICTIMOLOGY
CRSS 814,JUVENILE JUSTICE ADMINISTRATION
CRSS 816,ORGANIZED CRIMINAL PRACTICES
CRSS 817,FORENSIC BEHAVIOUR ANALYSIS
CRSS 818,"DRUGS, INVESTIGATING WHITE COLLAR CRIMES"
CRSS 819,CRIME MAPPING AND ANALYSIS
CRSS 824,MENTAL HEALTH ISSUES IN CRIMINOLOGY
CRSS 832,INVESTIGATING WHITE COLLAR CRIME
CRSS 845,CRIME MAPPING ANALYSIS
CSAJ 818,INVESTIGATING WHILE COLLAR CRIMES
CSAJ 830,"DRUGS,CRIME AND SOCIETY"
CSAJ 831,FORENSIC BEHAVIOUR ANALYSIS
CSAJ 834,EVIDENCE BASED CRIME PREVENTION
CTHM 0030,CTHM 00302: FOOD PRODUCTION
CTRO 320,"Determination of optical band gap and heat dissipation of Ga1-xMnxAs with Light in UV-VIS-IR Region using OSA SPECTRO 320”,"
DATM 0024,DATM 00241: DAIRY AND TECHNOLOGY MANAGEMENT
DATM 451,DAIRY TECHNOLOGY
DATM 456,DAIRY TECHNOLOGY
DATM 462,FOOD PLANT OPERATIONS MANAGEMENT
DBAM 900,MICRO AND MACRO ECONOMIC ANALYSIS
DBAM 901,ADVANCED STATISTICS FOR RESEARCHERS
DBAM 903,ADVANCES IN ORGANIZATIONAL LEADERSHIP & DEVELOPMENT AGBM 921: ADVANCED LEADERSHIP AND GOVERNANCE IN AGRIBUSINESS
DBAM 904,DBAM 904/AGEC 912: ECONOMETRICS
DBAM 930,THEORY OF FINANCE
DBAM 950,ENTREPRENEURSHIP THEORY
DBAM 960,HUMAN RESOURCE THEORY
DEV 0010,DEV 00103: COMMUNITY MOBILIZATION
DHRM 0111,DHRM 0111/DIBM 0214: HUMAN RESOURCE MANAGEMENT
DHRM 0112,HUMAN RESOURCE PLANNING
DHRM 0114,LABOR RELATIONS MANAGEMENT
DHRM 0116,OCCUPATIONAL HEALTH AND SAFETY
DHRM 0131,LABOR LAW
DHRM 0215,HUMAN RESOURCE DEVELOPMENT
DHRM 0217,DIBM/DHRM 0217: ORGANIZATIONAL THEORY
DHRM 0251,DIBM /DHRM 0251: RESEARCH METHODS
DHRM 0252,HUMAN RESOURCE COUNSELLING
DHRM 0254,CAREER MANAGEMENT
DHRM 0255,ORGANIZATIONAL BEHAVIOUR
DHTM 0243,DHTM 0243/0244: INTRODUCTION TO FRONT OFFICE OPERATIONS S
DHTM 0281,TOURISM RESEARCH METHODS
DIAC 0111,PRINCIPLES FOR ACCOUNTING I
DIAC 0112,PRINCIPLES OF ACCOUNTING II STREAMS: DIBM /DPLM Y1S2
DIAC 0113,MANAGEMENT ACCOUNTING I
DIAC 0114,INTERMEDIATE ACCOUNTING I
DIAC 0221,INTERMEDIATE ACCOUNTING II
DIAC 0222,SPECIALIZED FINANCIAL ACCOUNTING TECHNIQUES
DIAC 0223,COOPERATIVE  ACCOUNTING
DIAC 0224,PUBLIC SECTOR ACCOUNTING
DIAC 0225,BUSINESS TAXATION
DIAC 0226,DIAC 0226/DIBM 0223: MANAGEMENT ACCOUNTING
DIAC 0227,PRINCIPLES OF AUDITING
DIAC 0228,COMPUTERIZED FINANCIAL ACCOUNTING
DIAC 0231,FINANCIAL MANAGEMENT (Y2S1)
DIAC 0241,RESEARCH METHODOLOGY
DIAC 0251,RESEARCH METHODS
DIBM 0101,BUSINESS COMMUNICATION SKILLS
DIBM 0102,BUSINESS PHILOSOPHY (Y1S2)
DIBM 0103,COMPUTER APPLICATIONS IN BUSINESS
DIBM 0111,INTRODUCTION TO BUSINESS MANAGEMENT
DIBM 0112,PRINCIPLES OF MANAGEMENT
DIBM 0113,DIBM 0113/0112: PRINCIPLES OF MARKETING
DIBM 0115,MANAGEMENT OF CHANGE
DIBM 0121,BUSINESS MATHEMATICS I
DIBM 0122,BUSINESS MATHEMATICS II
DIBM 0131,DIBM 0131/0133: PRINCIPLES OF MICROECONOMICS
DIBM 0132,UNIVERSITY EXAMINATIONS RESIT/SPECIAL EXAMINATION EXAMINATION FOR THE AWARD OF DIPLOMA IN BUSINESS MANAGEMENT DIBM 0132: PRINCIPLES OF MACROECONOMICS
DIBM 0141,BUUSINESS LAW
DIBM 0211,DIBM 0211/0216: PRINCIPLES OF ENTREPRENEURSHIP
DIBM 0214,DIBM 0214/DHRM 0111: HUMAN RESOURCE MANAGEMENT
DIBM 0215,SMALL BUSINESS MANAGEMENT
DIBM 0216,DIBM 0216/DIBM 021I: PRINCIPLES OF ENTREPRENEURSHIP
DIBM 0217,ORGANIZATION THEORY
DIBM 0218,ORGANIZATIONAL THEORY
DIBM 0219,TOTAL QUALITY MANAGEMENT STREAMS
DIBM 0223,BUSINESS STATISTICS
DIBM 0224,OPERATIONS MANAGEMENT
DIBM 0241,RISK AND INSURANCE
DIBM 0242,DIBM 0242/DIRM 0112: RISK AND INSURANCE
DIBM 0251,DIBM 0251/ DHRM 0241: RESEARCH METHODS
DIBM 112,PRINCIPLES OF MANAGEMENT
DIBM 214,HUMAN RESOURCE MANAGEMENT
DIMA 0010,DIMA 00101: INTRODUCTION TO DISASTER MANAGEMENT
DIMA 0011,DIMA 00111: PRINCIPLES OF DISTASTER MANAGEMENT
DIMA 0012,DIMA 00126: LOGISTICS AND RELIEF SUPPLY
DIMA 0022,DIMA 00224: DISASTER RESPONSE AND RELIEF
DIMA 0023,DIMA 00232:   DISASTER RISK AWARENESS AND VUNERABILITY ASSESSMENT
DIMA 0025,DIMA 00252: FIRST AID SKILLS
DIMA 0101,INTRODUCTION TO DISASTER MANAGEMENT
DIMA 0111,THEORIES OF DISASTER MANAGEMENT
DIMA 0112,PRINCIPLES OF DISASTER MANAGEMENT
DIMA 0113,MEDIA AND DISASTER MANAGEMENT
DIMA 0121,NATURE OF DISASTERS
DIMA 0122,RISK AWARENESS AND ASSESSMENT
DIMA 0123,VULNERABLE GROUPS
DIMA 0131,EMERGENCY PLANNING AND PREPAREDNESS
DIMA 0151,RESEARCH METHODS IN DISASTER MANAGEMENT
DIMA 0214,EMERGENCY MANAGEMENT LEADERSHIP AND ORGANIZATIONAL BEHAVIOUR
DIMA 0224,DISASTER RESPONSE AND RELIEF
DIMA 0225,PSYCHOSOCIAL INTERVENTION IN DISASTERS
DIMA 0226,LOGISTICS AND RELIEF SUPPLIES
DIMA 0227,MONITORING AND EVALUATION.
DIMA 0232,DISASTER POLICY FRAME WORK
DIMA 0233,EARLY WARNING SYSTEMS
DIMA 0234,TECHNICAL INFORMATION IN DISASTER RISK REDUCTION
DIMA 0235,TECHNOLOGICAL FORECASTING AND MANAGEMENT
DIMA 0236,DISASTERS AND DEVELOPMENT
DIMA 0237,HUMANITARIAN ORGANIZATIONS
DIMA 0238,INTEGRATED COMMUNITY DISASTER PLANNING
DIMA 0252,FIELD SKILLS
DIRM 0111,INSURANCE LAW
DIRM 0112,/ DIBM 0242: RISK AND INSURANCE
DIRM 0113,AGRICULTURAL INSURANCE
DIRM 0114,MOTOR INSURANCE
DIRM 0211,LIABILITY INSURANCE
DIRM 0212,RISK MANAGEMENT
DIRM 0214,HEALTH INSURANCE
DIRM 0215,MARINE INSURANCE
DIRM 0216,PENSIONS
DJMC 0100,INTRODUCTION TO BUSINESS COMMUNICATION
DJMC 0101,INTRODUCTION TO BUSINESS COMMUNICATION
DJMC 0102,NEWS WRITING AND REPORTING
DJMC 0103,ENGLISH FOR WRITERS
DJMC 0104,INTRODUCTION TO ELECTRONIC MEDIA
DJMC 0108,PHOTOJOURNALISM
DJMC 0111,INTRODUCTION TO MASS COMMUNICATION
DJMC 0112,NEWS WRITING AND REPORTING
DJMC 0113,ENGLISH FOR WRITERS
DJMC 0114,INTRODUCTION TO ELECTRONIC MEDIA
DJMC 0115,PUBLIC RELATIONS AND ADVERTISING
DJMC 0116,CREATIVE WRITING
DJMC 0121,SCRIPTING FOR RADIO AND TELEVISION
DJMC 0122,INTRODUCTION TO TRANSLATION
DJMC 0123,PHOTOJOURNALISM
DJMC 0124,NEWS WRITING AND REPORTING
DJMC 0125,COMMUNICATION RESEARCH
DJMC 0126,CREATIVE WRITING 3.0 CFS
DJMC 0127,ENVIRONMENTAL JOURNALISM
DJMC 0201,DESKTOP PUBLISHING
DJMC 0202,FEATURE WRITING EXAM
DJMC 0203,SUB-EDITING
DJMC 0204,COMMUNICATION RESEARCH
DJMC 0205,KISWAHILI FOR WRITERS
DJMC 0206,ENVIRONMENTAL JOURNALISM
DJMC 0208,MEDIA LAW AND ETHICS
DJMC 0209,INVESTIGATIVE JOURNALISM
DJMC 0210,MANAGEMENT OF MEDIA INSTITUTIONS
DJMC 0211,DESKTOP PUBLISHING
DJMC 0212,TELEVISION PRODUCTION
DJMC 0213,SUB-EDITING
DJMC 0214,COMMUNICATION RESEARCH
DJMC 0215,COMMUNICATION RESEARCH
DJMC 0216,ENVIRONMENTAL JOURNALISM
DJMC 0221,DESKTOP PUBLISHING
DJMC 0222,FEATURE WRITING
DJMC 0223,MEDIA LAW AND ETHICS
DJMC 0224,INVESTIGATIVE JOURNALISM
DJMC 0225,MANAGEMENT OF MEDIA INSTITUTIONS
DJMC 0226,STUDIO PROCEDURES I (RADIO)
DJMC 0227,STUDIO PROCEDURES II (TELEVISION)
DJMC 0230,SUB-EDITING
DJMC 0334,HISTORY OF POLITICAL IDEAS / THOUGHTS
DJMC 213,SUB-EDITING
DPLM 0111,INTRODUCTION TO PROCUREMENT
DPLM 0112,RETAIL AND MERCHANDISE MANAGEMENT
DPLM 0113,PRINCIPLES OF MARKETING
DPLM 0114,TRANSPORT MANAGEMENT AND POLICY MANAGEMENT
DPLM 0121,RETAIL AND MERCHANDISE MANAGEMENT
DPLM 0122,DPLM 0122/DPLM 0161: OPERATIONS RESEARCH
DPLM 0123,PUBLIC PROCUREMENT
DPLM 0126,INTERNATIONAL PROCUREMENT
DPLM 0141,INTRODUCTION TO ECONOMICS
DPLM 0151,PROCUREMENT LAW
DPLM 0161,OPERATIONS RESEARCH
DPLM 0211,STORES AND INVENTORY MANAGEMENT
DPLM 0212,PROCUREMENT POLICY
DPLM 0213,LOGISTICS MANAGEMENT
DPLM 0214,FOUNDATIONS OF MANAGEMENT IN PROCUREMENT
DPLM 0215,PROJECT AND CONTRACT MANAGEMENT
DPLM 0216,INTERNATIONAL PROCUREMENT
DPLM 0217,SYTEMS AND PRODUCTION MANAGEMENT
DPLM 0218,PORT MANAGEMENT
DPLM 0221,SUPPLY CHAIN MANAGEMENT
DPLM 0222,SUPPLY CHAIN MANAGEMENT
DPLM 0223,DPLM 0223/DIAC 0226/DIBM 0223: MANAGEMENT ACCOUNTING
DSCM 911,PRODUCTION AND OPERATIONS MANAGEMENT
DTHM 0101,INTRODUCTION TO TOURISM
DTHM 0111,INTRODUCTION TO TOURISM
DTHM 0112,INTRODUCTION TO HOSPITALITY AND HOTEL MANAGEMENT
DTHM 0121,SOCIETY AND CULTURES OF EAST AFRICA
DTHM 0122,FRENCH /GERMAN STRUCTURE 1
DTHM 0141,INTRODUCTION TO HUMAN NUTRITION AND HYGIENE
DTHM 0142,DTHM 0142/0241: FOOD AND BEVERAGE PRODUCTION
DTHM 0143,INTRODUCTION TO FOOD AND BEVERAGE SERVICE
DTHM 0151,COMPUTER APPLICATIONS IN HOSPITALITY
DTHM 0152,AIR TRANSPORT AND CABIN OPERATIONS
DTHM 0161,COMPUTER APPLICATIONS IN HOSPITALITY
DTHM 0221,UNIT CODE : DTHM 0221 UNIT TITLE: FRENCH STRUCTURE II
DTHM 0222,UNIT CODE : DTHM 0222 UNIT TITLE: BUSINESS FRENCH
DTHM 0231,INTRODUCTION TO WILDLIFE CONSERVATION AND TOURISM DEVELOPMENT
DTHM 0233,INTERIOR DECORATION AND LANDSCAPING
DTHM 0241,DTHM 0241/0142: FOOD AND BEVERAGE PRODUCTION/FOOD PRODUCTION
DTHM 0242,HOUSEKEEPING AND LAUNDRY OPERATIONS
DTHM 0243,TOURISM INTERNAL AND EXTERNAL ENVIRONMENT
DTHM 0244,HOTEL INTERIOR DESIGN AND LANDSCAPING
DTHM 0251,THE BUSINESS OF TOURISM
DTHM 0252,TOURISM INTERNAL AND EXTERNAL TOURISM ENVIRONMENT
DTHM 0253,TOURISM SERVICE MARKETING
DTHM 0261,INTRODUCTION TO COSTING IN HOSPITALITY AND TOURISM
DTHM 0271,SERVICE OPERATIONS MANAGEMENT
DTHM 0272,ENTREPRENEURSHIP IN TOURISM AND HOSPITALITY
DTHM 0273,HUMAN RESOURCE MANAGEMENT IN TOURISM & HOSPITALITY
DTHM 0281,TOURISM RESEARCH METHODS
DWLM 0101,INTRODUCTION TO WILDLIFE CONSERVATION AND MANAGEMENT
DWLM 0121,INTRODUCTION TO ECOLOGY
DWLM 0254,MAN AND WILDLIFE
DWLM 0255,WILDLIFE SURVEYS AND TECHNIQUES
DWLM 0281,"WILDLIFE POLICY, LAW AND PROFESSIONAL ETHICS"
EAPE 0221,EDUCATION ADMINISTRATION AND MANAGEMENT
EAPE 0311,ECONOMICS AND PLANNING OF EDUCATION
EAPE 211,ENTREPRENEURSHIP EDUCATION AND DEVELOPMENT
EAPE 411,EDUCATIONAL ADMINISTRATION/MANAGEMENT STREAMS: PT T
EAPE 412,EAPE 412/421: ENTREPRENEURSHIP EDUCATION AND DEVELOPMENT
EAPE 416,EAPE 416/421: PLANNING AND ECONOMICS OF EDUCATION
EAPE 417,EDUCATION ADMINISTRATION AND MANAGEMENT
EAPE 421,EAPE 421/416: PLANNING AND ECONOMICS OF EDUCATION
EAPE 422,LAW IN EDUCATION Y4S1
EAPE 801,EAPE 801/EPSC 801: RESEARCH METHODS IN EDUCATION
EAPE 803,EAPE 803/821: FINANCING OF EDUCATION
EAPE 805,EAPE 805/831: POLICY FORMATION AND IMPLEMENTATION
EAPE 811,LEADERSHIP AND ADMINISTRATION
EAPE 812,ORGANIZATIONAL BEHAVIOUR
EAPE 813,RESOURCES MANAGEMENT IN EDUCATION
EAPE 814,SCHOOL BUSINESS ADMINISTRATION
EAPE 815,"GENDER, EDUCATION AND ENVIRONMENT"
EAPE 816,CHANGE AND INNOVATION IN EDUCATION
EAPE 817,SUPERVISION OF INSTRUCTIONS
EAPE 821,FINANCING OF EDUCATION
EAPE 822,DEMAND AND SUPPLY OF EDUCATION
EAPE 824,EFFICIENCY AND EQUITY IN EDUCATION
EAPE 831,POLICY FORMULATION AND IMPLEMENTATOIN IN EDUCATION PLANNING
EAPE 833,DEMOGRAPHIC STUDIES IN EDUCATIONAL PLANNNING
EAPE 836,METHODOLOGIES OF EDUCATION PLANNING
EAPE 902,ADVANCED APPLICATIONS OF EDUCATIONAL STATISTICS
EAPE 904,DOCTORIAL SEMINARS
EAPE 905,MONITORING AND EVALUATION
EAPE 911,STRATEGIC MANAGEMENT IN EDUCATION
EAPE 912,EDUCATIONAL POLICY PERSPECTIVES AND EMERGING ISSUES
EAPE 913,MANAGING EDUCATIONAL CHANGE
EAPE 914,LEADERSHIP FROM THEORY TO REFLECTIVE PRACTICE
EAPE 915,LEGAL FRAMEWORK OF EDUCATION IN KENYA
EAPE 916,MANAGEMENT OF FINANCIAL RESOURCES
EAPE 917,MANAGING FINANCIAL RESOURCES STREAMS: PHD EDUCATION
EAPE 922,CONTEMPORARY ISSUES IN EDUCATIONAL PLANNING AND ECONOMICS
EAPE 923,METHODOLOGIES OF EDUCATIONAL PLANNING
ECDE 0011,"ECDE 00111: FOUNDATION, ADMINISTRATION AND MANAGEMENT OF ECDE"
ECDE 0012,ECDE 00121: EDUCATIONAL FOUNDATIONS FOR ECDE
ECDE 0013,ECDE 00139: SCIENCE AND ENVIRONMENTAL EDUCATION
ECDE 0014,ECDE 00141: INTRODUCTION TO CHILD PSYCHOLOGY
ECDE 0021,ECDE 00211: ADMINISTRATION AND MANAGEMENT OF ECDE PROGRAMMES
ECDE 0022,ECDE 00221: COMMUNITY VALUES AND MORAL DEVELOPMENT
ECDE 0023,ECDE 00231: CURRICULUM DEVELOPMENT FOR ECDE
ECDE 0024,ECDE 00247: INTRODUCTION TO GUIDANCE AND COUNSELLING
ECDE 0111,COMMUNITY DEVELOPMENT AND ECDE
ECDE 0112,MANAGEMENT OF EARLY CHILDHOOD EDUCATION
ECDE 0121,"PHILOSOPHICAL, SOCIOLOGICAL AND HISTORICAL FOUNDATIONS OF ECDE"
ECDE 0122,"PHILOSOPHY,SOCIOLOGICAL AND HISTORICAL FOUNDATIONS OF ECDE"
ECDE 0124,COMMUNITY DEVELOPMENT
ECDE 0131,PRINCIPLES OF EARLY CHILDHOOD DEVELOPMENT AND  EDUCATION
ECDE 0132,GENERAL METHODS OF TEACHING AND MANAGERIAL  DEVELOPMENT
ECDE 0133,INDOOR AND OUTDOOR PLAY ACTIVITIES IN ECDE
ECDE 0134,RELIGIOUS EDUCATION
ECDE 0135,TEACHING RESOURCES AND MATERIAL DEVELOPMENT FOR ECDE
ECDE 0141,INTRODUCTION TO PSYCHOLOGY FOR ECDE
ECDE 0142,PERSONALITY DEVELOPMENT IN EARLY CHILDHOOD
ECDE 0143,PERSONALITY DEVELOPMENT IN EARLY CHILDHOOD
ECDE 0144,CHILD GROWTH AND DEVELOPMENT 1
ECDE 0145,DEVELOPMENTAL PSYCHOLOGY AND LEARNING
ECDE 0146,CHILDREN WITH SPECIAL NEEDS
ECDE 0147,"RESEARCH, MONITORING AND EVALUATION IN ECDE"
ECDE 0211,MANAGEMENT OF EARLY CHILDHOOD EDUCATION PROGRAMMES
ECDE 0231,LANGUAGE ACTIVITIES FOR ECDE
ECDE 0232,SOCIAL STUDIES FOR ECDE
ECDE 0233,CURRICULUM DEVELOPMENT FOR ECDE
ECDE 0234,SCIENCE AND ENVIRONMENTAL EDUCATION
ECDE 0235,MATHEMATICS ACTIVITIES
ECDE 0236,CREATIVE AND PSYCHOMOTOR SKILLS
ECDE 0237,MUSIC AND MOVEMENT ACTIVITIES FOR ECDE
ECDE 0238,LIFE SKILLS EDUCATION
ECDE 0239,EDUCATIONAL COMMUNICATION AND TECHNOLOGY
ECDE 0241,"HEALTH, NUTRITION AND CARE"
ECDE 0242,EDUCATIONAL MEASUREMENT AND EVALUATION
ECDE 0243,CHILD GROWTH AND DEVELOPMENT II
ECDE 0244,GUIDANCE AND COUNSELLING
ECDE 0245,CHILD GROWTH AND DEVELOPMENT III
ECDE 0246,BEHAVIOUR AND LEARNING
ECDE 121,CHILD GROWTH AND DEVELOPMENT
ECDE 122,SOCIOLOGY OF EDUCATION FOR ECDE
ECDE 123,CULTURAL STUDIES AND ECDE
ECDE 124,PHILOSOPHY OF EDUCATION
ECDE 131,ECDE131: PRINCIPLES OF EARLY CHILDHOOD DEVELOPMENT EDUCATION STREAMS: BED ECDE
ECDE 132,INDOOR AND OUTDOOR PLAY ACTIVITIES
ECDE 133,MATHEMATICS ACTIVITIES FOR ECDE
ECDE 141,INTRODUCTION TO PSYCHOLOGY FOR ECDE
ECDE 142,CHILDREN WILTH SPECIAL NEEDS
ECDE 143,CHILD GROWTH AND DEVELOPMENTEXAMINATION FOR THE AWARD OF DEGREE OF BACHELOR OF EARLYCHILDHOOD DEVELOPMENT AND EDUCATION
ECDE 224,CURRICULUM FOR ECDE
ECDE 231,TEACHING RESOURCES AND MATERIALS DEVELOPMENT FOR ECDE
ECDE 232,LANGUAGE ACTIVITIES FOR EARLY CHILDHOOD EDUCATION
ECDE 233,EDUCATIONAL TECHNOLOGY AND COMMUNICATION STREAMS: ECDE (Y2S1)
ECDE 234,SOCIAL STUDIES FOR ECDE
ECDE 235,RELIGIOUS EDUCATION FOR ECDE
ECDE 236,CREATIVE AND PSYCHOMOTOR SKILLS FOR ECDE
ECDE 237,"MUSIC, MOVEMENT, DRAMA AND GAMES FOR ECDE"
ECDE 238,SCIENCE AND ENVIRONMENTAL EDUCATION FOR ECDE
ECDE 239,PRINCIPLES AND THEORY OF CURRICULUM DEVELOPMENT
ECDE 241,HEALTH AND NUTRITIONAL PRACTICES & HIV/AIDS
ECDE 242,CHILD GROWTH AND DEVELOPMENT TWO
ECDE 243,PSYCHOLOGY OF LEARNING FOR ECDE
ECDE 244,EDUCATIONAL MEASUREMENT AND EVALUATION
ECDE 311,CHILD RIGHTS AND PROTECTION
ECDE 312,ORGANIZATION AND MANAGEMENT OF CHILDREN’S FEEDING PROGRAMME
ECDE 313,METHODS OF TEACHING ECDE MATHEMATICS
ECDE 314,METHODS OF TEACHING ECDE SOCIAL STUDIES
ECDE 315,METHODS OF TEACHING RELIGIOUS EDUCATION FOR ECDE
ECDE 321,CHILDREN WITH SPECIAL NEEDS
ECDE 322,ORGANIZATION AND MANAGEMENT OF CHILDREN’S FEEDING PROGRAMMES
ECDE 323,PERSONALITY DEVELOPMENT
ECDE 324,METHODS OF TEACHING ECDE CREATIVE AND PSYCHOMOTOR EDUCATION
ECDE 325,METHODS OF TEACHING HEALTH AND NUTRITIONAL EDUCATION
ECDE 326,"METHODS OF TEACHING ECDE MUSIC, MOVEMENT AND PHYSICAL EDUCATION"
ECDE 327,METHODS OF TEACHING SCIENCE & EVVIRONMENTAL EDUCATION
ECDE 331,METHODS OF TEACHING ECDE MATHEMATICS STREAMS: B.ED (ECDE) (Y3S1)
ECDE 332,METHODS OF TEACHING ECDE SOCIAL STUDIES
ECDE 333,METHODS OF TEACHING OF TEACHING RELIGIOUS EDUCATION
ECDE 334,METHODS OF TEACHING ECDE LANGUAGE SKILLS
ECDE 335,METHODS OF TEACHING ECDE CREATIVE AND PSYCHOMOTOR ACTIVITIES
ECDE 336,"METHODS OF TEACHING ECDE, MUSIC, MOVEMENT AND PHYSICAL EDUCATION"
ECDE 337,METHODS OF TEACHING ECDE SCIENCE AND ENVIRONMENTAL EDUCATION
ECDE 338,CURRICULUM FOR ECDE
ECDE 339,GENERAL METHODS AND PRINCIPLES OF TEACHING
ECDE 341,MATERNAL AND CHILD HEALTH CARE STREAMS: BED ECDE Y3S1 ( ODEL)
ECDE 343,PERSONALITY DEVELOPMENT
ECDE 411,EDUCATIONAL ADMINISTRATION AND MANAGEMENT
ECDE 412,COMMUNITY DEVELOPMENT AND ECDE
ECDE 413,PLANNING AND ECONOMICS OF EDUCATION
ECDE 414,ENTREPRENEURSHIP IN EDUCATION AND DEVELOPMENT
ECDE 415,ISSUES IN ECDE TEACHER EDUCATION
ECDE 416,SCREENING PROCEDURES FOR CHILDREN
ECDE 417,RESEARCH METHODS IN CHILD AND FAMILY STUDIES
ECDE 418,ECDE 418/423: CONTEMPORARY ISSUES IN EDUCATION
ECDE 421,CONTEMPORARY ISSUES IN EARLY CHILDHOOD DEVELOPMENT EDUCATION
ECDE 422,ADMINISTRATION AND MANAGEMENT OF ECDE PROGRAMMES IN  KENYA
ECDE 423,MAINSTREAMING OF CHILDREN WITH SPECIAL NEEDS
ECDE 424,CONTEMPORARY ISSUES IN ECDE
ECDE 425,GUIDANCE AND COUNSELLING
ECDE 426,FOOD AND NUTRITION FOR ECDE
ECDE 428,CHALLENGES OF FAMILY IN A CHANGING SOCIETY
ECDE 431,CHILDREN’S LITERATURE AND MASS MEDIA
ECDE 432,ISSUES IN EARLY CHILDHOOD EDUCATION AND TEACHER EDUCATION
ECDE 433,REMEDIAL EDUCATION FOR ECDE
ECDE 435,ISSUES IN ECDE TEACHER EDUCATION
ECDE 441,BEHAVIOURAL DISORDERS IN CHILDREN
ECDE 442,GROUP DYNAMICS AMONG CHILDREN
ECDE 443,SCREENING PROCEDURES FOR CHILDREN
ECDE 444,RESEARCH METHODS IN CHILD AND FAMILY STREAMS: BED(ECDE) Y4S1
ECDE 445,PRINCIPLES OF GUIDANCE AND COUNSELLING FOR ECDE
ECDE 446,MAINSTREAMING OF CHILDREN WITH SPECIAL NEEDS
ECDE 447,FOODS AND NUTRITION FOR ECDE
ECDE 448,CHALLENGES OF FAMILY IN A CHANGING SOCIETY
ECDE 811,THEORITICAL PERSPECTIVES IN ECDE
ECDE 812,"HEALTH, NUTRITIONAL AND EDUCATIONAL PRACTICES"
ECDE 814,TRENDS AND EMERGING ISSUES IN ECDE
ECDE 815,EDUCATIONAL MEDIA FOR ECDE
ECDE 816,FAMILY AND CULTURE DEVELOPMENT
ECDE 822,CURRICULUM DEVELOPMENT AND IMPLEMENTAION
ECDE 831,PROJECT PLANNING AND MANAGEMENT
